,Classification,Name,Prefix,First,Middle,Last,Suffix,Address 1,Address 2,Address 3,Address 4,City,State / Province,Country,Zip Code,DUNS,Exclusion Program,Excluding Agency,CT Code,Exclusion Type,Additional Comments,Active Date,Termination Date,Record Status,Cross-Reference,SAM Number,CAGE,NPI
115854,Individual,,,TONY,LADANE,MORELAND,,,,,,GARLAND,TX,USA,75040,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Supieror Powder Coating, 645 Lingleville Rd., Stephenville, TX 76401 (Violating Facility)",08/11/2004,Indefinite,,,S4MR3P8JF,,
115856,Individual,,,TONY,PAUL,NORRIS,,,,,,LELAND,NC,USA,28451,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act- ineligible for awards to be performed at this Facility Only: High Rise Services Company, Inc., P.O. Box 730, 1690 N E Royster Rd., Leland, NC 28451 (Violating Facility)",03/31/2003,Indefinite,,(also ANTHONY NORRIS),S4MR3Q7VC,,
115892,Individual,,,TONY,GEORGE,ZULIM,,,,,,RENO,NV,USA,89502,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Aerolite Chrome Corporation, 1000 Telegraph St., Reno, NV 89502 (Violating Facility)",04/16/1991,Indefinite,,"(also AEROLITE CHROME CORPORATION, AEROLITE CORPORATION)",S4MR3PGR6,,
116021,Individual,,,TORY,MATHEW,STONE,,,,,,HENDERSON,NV,USA,890146713,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: All World Cycles, Inc., 828 W. Vermont Ave., Anaheim, CA 92805  AND 1231 American Pacific Dr., Suite 120, Henderson, NV 89074-8805 (Violating Facility)",12/19/2006,Indefinite,,,S4MR3Q3H1,,
116421,Individual,,,TRENT,,BLOCK,,,,,,INCLINE VILLAGE,NV,USA,89451,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Hometel Management Group, LLC, 7815 E US Highway 40, Kansas City, MO 64129 (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",08/14/2013,Indefinite,,,S4MR4RQ73,,
117395,Individual,,,VAROUJAN,,GARABETIAN,,,,,,GLENDALE,CA,USA,91207,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at this Violating Facility Only:  V & G Alloys, 3414 Emery St., Los Angeles, CA 90023 (Violating Facility)",02/15/2000,Indefinite,,,S4MR3Q7SJ,,
118041,Individual,,,VICTOR,,AMEZCUA,,,,,,CHULA VISTA,CA,USA,91913,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 330 A Street #93, San Diego, CA 92101 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",11/30/2015,Indefinite,,,S4MR53RM2,,
118062,Individual,,,VICTOR,,BOSKI,,,,,,WHITE HOUSE STATION,NJ,USA,08889,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,03/16/2012,08/10/2020,,"(also NATIONAL INDUSTRIAL SUPPLY, LLC, NIS PROPERTIES PA, LLC, NIS PROPERTIES, LLC)",S4MR3RFXV,,
118067,Individual,,,VICTOR,ALAN,BUCHANAN,,,,,,KODIAK,AK,USA,99615,,Reciprocal,EPA,,Prohibition/Restriction,,12/28/2012,Indefinite,,,S4MR487KB,,
118090,Individual,,,VICTOR,MANUEL,DIAZ,,,,,,SOUTH SIOUX CITY,NE,USA,68776,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Victor Diaz d/b/a Reliance Trading Company and Victor Diaz Heating and Air Conditioning, 3549 Burning Tree Drive, Ontario, CA 91761 (Violating Facility) The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",06/20/2011,Indefinite,,,S4MR3RMLB,,
118225,Individual,,,VICTOR,,ZUNIGA,,,,,,CHULA VISTA,CA,USA,91911,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Victor?s Premier Plating, Inc., 10145 Prospect Ave., Santee, CA 92071 and 9962 Prospect Ave., Santee, CA 92071(Violating Facility)",09/01/2006,Indefinite,,,S4MR3NM18,,
118552,Individual,,,VINCENT,M.,DIMARCO,,,,,,LAUDERHILL,FL,USA,33319,,Reciprocal,EPA,H,Prohibition/Restriction,"For CT Code H Only: Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 6742 Sierra Dr., Lauderhill, FL 33319 (Violating Facility)",08/22/2003,Indefinite,,"(also PRECISION CONTRACTING, VINCENT DIMARCO, BENNY DIMARCO, BENNIE DIMARCO)",S4MR3MTPK,,
118626,Individual,,,VINCENT,,TAMOR,,,,,,CHALMETTE,LA,USA,70043,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of a Clean Water Act violation and is ineligible for awards to be performed at this Violating Facility Only: Saint Bernard Parish, Public Wastewater Treatment Facility, 3300 Munster Blvd., Meraux, LA 70075",04/04/2000,Indefinite,,,S4MR3N9J9,,
118830,Individual,,,VIRGINIA,G.,KUNIGONIS,,,,,,POTTSVILLE,PA,USA,17901,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,03/22/2016,03/21/2021,,,S4MR507N1,,
119123,Individual,,,WADE,J.,BERTELSEN,,,,,,MILAN,IL,USA,61264,,Reciprocal,EPA,H,Prohibition/Restriction," The individual was convicted of Clean Air Act violation and is ineligible for awards to be performed at this Violating Facility:  Curry Environmental Services, Inc., 910 West 10th Ave., Milan, IL 61264 (Violating Facility)",06/18/1999,Indefinite,,,S4MR3NJL1,,
119139,Individual,,,WADJI,M,WAKED,,,,,,NORTH LAS VEGAS,NV,USA,89030,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Family Smog, 3887 East Lake Mead Boulevard, Las Vegas, NV 89115 (Violating Facility)  The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",08/23/2011,Indefinite,,,S4MR3RLJ5,,
119228,Individual,,,WALLACE,,HEIDELMARK,,,,,,PHOENIXVILLE,PA,USA,19460,,Reciprocal,EPA,H,Prohibition/Restriction,"FOR CT CODE H ONLY: Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Indoor Air Quality, Inc., Whitehorse Pike and 2nd Ave., Phoenixville, PA 19460 (Violating Facility)",07/06/2006,Indefinite,,,S4MR3QGFR,,
119237,Individual,,,WALLACE,,SMITH,,,,,,MAPLE SHADE,NJ,USA,08502,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: C.W.S. Industries, Inc., 726-C Kaighns Ave., Camden, NJ 08103 (Violating Facility)",02/24/2003,Indefinite,,,S4MR3MTPJ,,
119258,Individual,,,WALTER,,BAKER,,,,,,VERONA,PA,USA,15147,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at these Facilities Only: Long Road Sewage Treatment Plant, Penn Hills Water Pollution Control Department, Long Rd., Municipality of Penn Hills, PA 15235, and Sandy Creek Sewage Treatment Plant, Penn Hills Water Pollution Control Department, 12245 Frankstown Rd., Municipality of Penn Hills, PA 15235  (Violating Facility)",04/02/1993,Indefinite,,"(also SANDY CREEK SEWAGE TREATMENT PLANT, PENN HILLS WATER POLLUTION CONTROL DEPARTMENT, MATTHEW GIRDICH)",S4MR3NZCV,,
119275,Individual,,,WALTER,M.,CALDWELL,III,,,,,WEST MONROE,LA,USA,71291,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 103 Truckstop, Interstate 20, Calhoun, LA 71225 (Violating Facility)",06/30/1993,Indefinite,,(also ALAN ASHKINAZY),S4MR3NDRG,,
119306,Individual,,,WALTER,,GRZELAK,,,,,,PHILADELPHIA,PA,USA,18940,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 700 E. Erie Ave., Philadelphia, PA 19134 (Violating Facility)",09/22/1992,Indefinite,,,S4MR3QKH2,,
119384,Individual,,,WALTER,WESLEY,WILLIAMS,III,,,,,PORT ALLEN,LA,USA,70767,,Reciprocal,EPA,H,Prohibition/Restriction," The individual was convicted of violating the Clean Water Act and is ineligible for awards only at Economy Boat Store, 1926 River Road S, Baton Rouge, LA 70802-8063 (Violating Facility)",01/07/1997,Indefinite,,,S4MR3Q6VB,,
119403,Individual,,,WANDA,L.,BROTHERS,,,,,,YOUNGSTOWN,OH,USA,44511,,Reciprocal,EPA,A,Ineligible (Proceedings Completed),,05/14/1993,05/13/2018,,"(also SENTCO PAINT MANUFACTURING CO., INC., EXPRESS LANE TRUCKING, INC., DONALD COLE, ROLAND BROTHERS, RICK BROTHERS)",S4MR3P7GM,,
119404,Individual,,,WANDA,L.,BROTHERS,,,,,,YOUNGSTOWN,OH,USA,44511,,Reciprocal,EPA,R,Ineligible (Proceedings Completed),,05/14/1993,05/13/2018,,"(also SENTCO PAINT MANUFACTURING CO., INC., EXPRESS LANE TRUCKING, INC., DONALD COLE, ROLAND BROTHERS, RICK BROTHERS)",S4MR3P7GM,,
119560,Individual,,,WARREN,PAUL,JAMES,,,,,,MARKSVILLE,LA,USA,71351,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Rowan Midland (Vessel), Official Number/ Hull ID Number: O.N. 575567 (Violating Facility)",10/09/2007,Indefinite,,,S4MR3PX1J,,
119596,Individual,,,WARREN,,SPIELMAN,,,,,,ST. LOUIS,MO,USA,63131,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at this Violating Facility Only: Venetian Harbor Facility, (Violating Facility) One Venetian Dr., Port Des Sioux, MO 63373-0130",01/03/2002,Indefinite,,,S4MR3NBHR,,
119627,Individual,,,WASSIM,MOHAMMAD,AZIZI,,,,,,TRACY,CA,USA,95376,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 27794 Mission Blvd., Hayward, CA 94544 (Violating Facility). ",08/27/2008,Indefinite,,,S4MR3QKK0,,
119679,Individual,,,WAYNE,H.,FORTNEY,JR.,,,,,MORGANTOWN,WV,USA,26505,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at Violating Facility Only, Valley Mining Company, Valley Group Limited (Violating Facility), 165 Scott Ave., Suite 205, Morgantown, WV 26505",12/17/1998,Indefinite,,,S4MR3NDTD,,
119680,Individual,,,WAYNE,,FRIEDMAN,,,,,,LOUISVILLE,KY,USA,40207,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water violation - ineligible for awards to be performed at this Facility Only:  Metalite Corporation, 1815 Troy St., New Albany, IN 47150 (Violating Facility)",02/20/2001,Indefinite,,,S4MR3N1HF,,
119686,Individual,,,WAYNE,,GREGG,,,,,,ANACORTES,WA,USA,98221,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at Violating Facility Only:  Gregg's Diesel Service, Inc. (Violating Facility) 620 30th St., Anacortes, WA 98221-2883",09/15/1999,Indefinite,,,S4MR3NBNH,,
120071,Individual,,,WHIT,FIELDING,GIBSON,,,,,,CLEVELAND,NC,USA,27103,,Reciprocal,EPA,H,Prohibition/Restriction,"FOR CT CODE H ONLY- Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Ecosolve, LLC, 4408 North Pointe Industrial Blvd., Charlotte, NC 28216 (Violating Facility)",04/07/2008,Indefinite,,,S4MR3QKGP,,
120123,Individual,,,WILBUR,D.,OUTHWAITE,,,,,,GOOSE CREEK,SC,USA,29445,,Reciprocal,EPA,H,Prohibition/Restriction," The individual was convicted of violating the Clean Water Act and is ineligible for awards only at Hanlin Group, Inc. d/b/a LCP Chemical-Georgia and LCP Chemicals & Plastics, Inc., P.O. Box 484, Foot of South Wood Ave., Linden, New Jersey 07036 (Violating Facility)",04/07/1999,Indefinite,,,S4MR3Q944,,
120184,Individual,,,WILLARD,,BUFFORD,JR.,,,,,KAPLAN,LA,USA,70548,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at Violating Facility Only: Intracoastal Liquid Mud, Inc., 512 Highway 93 North, Scott, LA 70583 (Violating Facility)",03/11/1999,Indefinite,,,S4MR3N7RN,,
120225,Individual,,,WILLIAM,J.,AVERY,,,,,,VIRGINIA BEACH,VA,USA,23455,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,12/05/2013,04/07/2017,,"(also BILLY AVERY, BILLY AVERY)",S4MR4RPSF,,
120244,Individual,,,WILLIAM,H.,BARNES,,,,,,EASTON,PA,USA,18040,,Reciprocal,EPA,,Ineligible (Proceedings Pending),,07/07/2016,Indefinite,,,S4MR544BQ,,
120245,Individual,,,WILLIAM,,BARNETT,JR.,,,,,MANDEVILLE,LA,USA,70448,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Barnett Marine, Inc., 2709 Concord Rd., Belle Chase, LA 70037 (Violating Facility)",01/13/2005,Indefinite,,,S4MR3QKK6,,
120276,Individual,,,WILLIAM,B.,BLOUNT,,,,,,MONTGOMERY,AL,USA,36111,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,02/26/2009,02/26/2019,,"(also BLOUNT PARRISH & COMPANY INC, BLOUNT PARRISH & ROTON, INC., LARRY LANGFORD, ALBERT LAPIERRE)",S4MR3PZ9G,,
120277,Individual,,,WILLIAM,B.,BLOUNT,,,,,,MONTGOMERY,AL,USA,361112833,,Reciprocal,EPA,R,Ineligible (Proceedings Completed),,11/15/2010,02/26/2019,,"(also BLOUNT PARRISH & COMPANY INC, BLOUNT PARRISH & ROTON, INC., LARRY LANGFORD, ALBERT LAPIERRE)",S4MR3PZ9G,,
120391,Individual,,,WILLIAM,,CHRISTENSON,,,,,,CLAYTON,NC,USA,27520,,Reciprocal,EPA,H,Prohibition/Restriction,"The individual was convicted of Clean Air Act violation and is ineligible for awards to be performed at this Facility Only: The Lab, Delmar, NY (Violating Facility)",11/19/2001,Indefinite,,,S4MR3MXXT,,
120393,Individual,,,WILLIAM,,CLARK,,,,,,VICTOR,MT,USA,598759539,,Reciprocal,EPA,H,Prohibition/Restriction," Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at this Violating Facility Only:  Ajax Contracting, Inc., 300 Sweathouse Creek Rd., Victor, MT 59875",06/28/2001,Indefinite,,"(also AJAX CONTRACTING, INC.)",S4MR3N8PB,,
120396,Individual,,,WILLIAM,,CLEMENTS,,,,,,VICTOR,NY,USA,14423,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 3001 Brockport Road, Spencerport, NY 14559-2105 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",08/05/2015,Indefinite,,,S4MR53F8Q,,
120456,Individual,,,WILLIAM,,DAISEY,,,,,,MILTON,DE,USA,19968,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 901 Pilottown Rd., Lewes, DE 19958-1274 (Violating Facility)",04/28/2005,Indefinite,,,S4MR3QG0K,,
120459,Individual,,,WILLIAM,C.,DANIEL,,,,,,SHAKER HEIGHTS,OH,USA,44120,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-ineligible for awards to be performed at this Facility Only: U.S. Disposal (Violating Facility), 3111 Hungton Rd., Shaker Heights, OH 44120",09/19/2002,Indefinite,,,S4MR3N2SQ,,
120527,Individual,,,WILLIAM,SCOTT,ELLIOTT,,,,,,MARIETTA,OH,USA,45750,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,11/18/2014,11/17/2017,,,S4MR4K252,,
120562,Individual,,,WILLIAM,BARRY,FREEDMAN,,,,,,CLARTON,NC,USA,28433,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Freedman Farms, Inc., 1127 Jordan Road, Clarkton, NC 28433 (Violating Facility)  The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",02/13/2012,Indefinite,,"(also FREEDMAN FARMS, INC., FREEDMAN, WILBUR, WILBUR FREEDMAN)",S4MR3RLMJ,,
120578,Individual,,,WILLIAM,,GARVEY,,,,,,SAINT JOSEPH,MO,USA,645062741,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 222 Sylvanie St., Saint Joseph, MO 64501 (Violating Facility)",09/01/2009,Indefinite,,"(also HPI PRODUCTS, INC.)",S4MR3PZMN,,
